ApsimVersion = 7.9 r4044
Title = Rice
           Date           ancr           anlv           anso    cover_green      cover_tot      crop_type        cropsta            dae           dtga            dvr            dvs            eff           etae            etd           etrd           fnlv            gcr         height             hu         ldstrs         lestrs         lrstrs           nacr           nflv           pcew   plant_status           rlai         rnstrs           ssga         tnsoil            trc           wagt           wlvd           wlvg            wso            wst            zrt
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)        (kg/ha)          (0-1)          (0-1)             ()             ()            (d)        (kg/ha)             ()             ()             ()         (mm/d)         (mm/d)         (mm/d)             ()      (kg/ha/d)           (mm)             ()             ()             ()             ()      (kg/ha/d)             ()             ()             ()             ()             ()             ()        (kg/ha)         (mm/d)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)            (m)
     01/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.000          3.874          0.000          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000           11.0          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     02/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.968          3.743          2.905          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000           10.7          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     03/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.936          3.811          2.807          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            9.3          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     04/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.953          3.623          2.858          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            7.4          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     05/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.906          4.814          2.717          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            6.3          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     06/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          1.204          5.519          3.611          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            6.5          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     07/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          1.380          3.688          4.139          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            6.2          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     08/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.922          3.601          2.766          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            5.0          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     09/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.900          3.545          2.701          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            3.9          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     10/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.886          5.133          2.659          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            3.5          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     11/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          1.283          4.999          3.850          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            3.7          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     12/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          1.250          4.712          3.750          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            3.9          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     13/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          1.178          3.784          3.534          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            4.1          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     14/10/1990            0.0            0.0            0.0          0.000          0.000           rice              0              0            0.0          0.000          0.000          0.000          0.946          4.919          2.838          0.000          0.000        500.000          0.000          1.000          1.000          1.000          0.000          0.000          1.000            out          0.000          1.000          0.000            4.3          0.000            0.0            0.0            0.0            0.0            0.0          0.000
     15/10/1990            0.0            0.0            0.0          0.010          0.010           rice              4              1            1.3          0.022          0.022          0.414          1.120          4.480          3.360          0.103          0.653        500.000         18.527          0.909          0.592          0.909          0.021          1.048          0.452          alive          0.019          1.000          0.000            4.5          0.050            0.3            0.0            0.2            0.0            0.1          0.010
     16/10/1990            0.1            0.1            0.0          0.010          0.010           rice              4              2            3.7          0.023          0.045          0.423          0.912          3.649          2.737          0.093          1.895        500.000         18.967          0.999          0.643          0.999          0.054          0.943          1.000          alive          0.021          1.000          0.000            4.7          0.044            1.0            0.0            0.6            0.0            0.4          0.020
     17/10/1990            0.1            0.1            0.0          0.011          0.011           rice              4              3            4.4          0.022          0.067          0.423          1.232          4.930          3.697          0.078          2.257        500.000         18.027          1.000          0.637          1.000          0.046          0.797          1.000          alive          0.023          1.000          0.000            4.9          0.065            2.0            0.0            1.2            0.0            0.8          0.030
     18/10/1990            0.2            0.1            0.0          0.012          0.012           rice              4              4            4.4          0.021          0.088          0.422          1.119          4.477          3.358          0.070          2.212        500.000         17.857          1.000          0.630          1.000          0.040          0.714          1.000          alive          0.025          1.000          0.000            5.1          0.063            2.9            0.0            1.7            0.0            1.2          0.040
     19/10/1990            0.2            0.2            0.0          0.013          0.013           rice              4              5            4.6          0.021          0.110          0.421          1.211          4.843          3.632          0.067          2.318        500.000         17.659          1.000          0.624          1.000          0.045          0.678          1.000          alive          0.026          1.000          0.000            5.3          0.074            3.9            0.0            2.3            0.0            1.6          0.050
     20/10/1990            0.3            0.2            0.0          0.014          0.014           rice              4              6            4.9          0.021          0.131          0.424          1.212          4.847          3.635          0.064          2.447        500.000         17.669          1.000          0.619          1.000          0.049          0.657          1.000          alive          0.028          1.000          0.000            5.5          0.080            5.0            0.0            3.0            0.0            2.0          0.060
     21/10/1990            0.3            0.2            0.0          0.015          0.015           rice              4              7            5.2          0.021          0.152          0.425          1.107          4.430          3.322          0.063          2.539        500.000         17.477          1.000          0.614          1.000          0.051          0.640          1.000          alive          0.031          1.000          0.000            5.7          0.078            6.1            0.0            3.6            0.0            2.5          0.070
     22/10/1990            0.4            0.3            0.0          0.016          0.016           rice              4              8            5.5          0.021          0.173          0.421          1.147          4.587          3.440          0.062          2.686        500.000         17.713          1.000          0.609          1.000          0.056          0.719          1.000          alive          0.033          1.000          0.000            5.8          0.087            7.4            0.0            4.4            0.0            3.0          0.080
     23/10/1990            0.4            0.3            0.0          0.018          0.018           rice              4              9            5.5          0.022          0.195          0.429          0.846          3.386          2.539          0.061          2.678        500.000         17.963          1.000          0.605          1.000          0.054          0.850          1.000          alive          0.035          1.000          0.000            6.0          0.069            8.7            0.0            5.1            0.0            3.6          0.090
     24/10/1990            0.5            0.4            0.0          0.019          0.019           rice              4             10            6.2          0.022          0.217          0.424          0.860          3.441          2.581          0.060          2.986        500.000         18.679          1.000          0.601          1.000          0.068          0.997          1.000          alive          0.038          1.000          0.000            6.2          0.076           10.1            0.0            5.9            0.0            4.2          0.100
     25/10/1990            0.6            0.4            0.0          0.020          0.020           rice              4             11            7.1          0.021          0.238          0.431          0.834          3.336          2.502          0.060          3.403        500.000         17.650          1.000          0.598          1.000          0.081          1.137          1.000          alive          0.041          1.000          0.000            6.3          0.079           11.8            0.0            6.9            0.0            4.9          0.110
     26/10/1990            0.7            0.5            0.0          0.022          0.022           rice              4             12            7.9          0.021          0.259          0.432          0.829          3.318          2.488          0.060          3.798        500.000         17.350          1.000          0.594          1.000          0.090          1.273          1.000          alive          0.044          1.000          0.000            6.5          0.084           13.8            0.0            8.0            0.0            5.8          0.120
     27/10/1990            0.8            0.6            0.0          0.023          0.023           rice              4             13            8.6          0.021          0.280          0.431          0.824          3.295          2.471          0.060          4.158        500.000         17.300          1.000          0.591          1.000          0.099          1.405          1.000          alive          0.047          1.000          0.000            6.6          0.090           16.0            0.0            9.2            0.0            6.7          0.130
     28/10/1990            0.9            0.6            0.0          0.025          0.025           rice              4             14           10.4          0.022          0.302          0.425          0.974          3.896          2.922          0.060          4.971        500.000         17.992          1.000          0.587          1.000          0.129          1.557          1.000          alive          0.051          1.000          0.000            6.7          0.114           18.6            0.0           10.7            0.0            7.9          0.140
     29/10/1990            1.0            0.7            0.0          0.027          0.027           rice              4             15           11.5          0.021          0.323          0.428          0.965          3.862          2.896          0.060          5.520        500.000         17.725          1.000          0.584          1.000          0.139          1.693          1.000          alive          0.054          1.000          0.000            6.8          0.121           21.7            0.0           12.4            0.0            9.2          0.150
     30/10/1990            1.2            0.9            0.0          0.028          0.028           rice              4             16           13.7          0.019          0.342          0.433          1.075          4.298          3.224          0.061          6.653        500.000         15.875          1.000          0.580          1.000          0.182          1.736          1.000          alive          0.058          1.000          0.000           11.7          0.144           25.4            0.0           14.5            0.0           10.8          0.160
     31/10/1990            1.4            1.0            0.0          0.030          0.030           rice              4             17           14.5          0.021          0.363          0.428          1.087          4.347          3.261          0.060          6.957        500.000         17.128          1.000          0.583          1.000          0.175          1.698          1.000          alive          0.062          1.000          0.000           11.8          0.155           29.4            0.0           16.7            0.0           12.6          0.170
     01/11/1990            1.6            1.1            0.0          0.032          0.032           rice              4             18           15.2          0.020          0.383          0.429          1.039          4.157          3.118          0.060          7.255        500.000         16.648          1.000          0.585          1.000          0.187          1.662          1.000          alive          0.066          1.000          0.000           11.9          0.159           33.7            0.0           19.1            0.0           14.5          0.180
     02/11/1990            1.7            1.2            0.0          0.035          0.035           rice              4             19           13.6          0.022          0.404          0.428          0.806          3.226          2.419          0.058          6.299        500.000         17.909          1.000          0.543          1.000          0.123          1.598          1.000          alive          0.070          1.000          0.000           12.0          0.132           37.4            0.0           21.1            0.0           16.2          0.190
     03/11/1990            1.8            1.3            0.0          0.037          0.037           rice              4             20           14.5          0.017          0.422          0.429          0.812          3.247          2.435          0.057          6.616        500.000         18.850          1.000          0.545          1.000          0.151          1.576          1.000          alive          0.076          1.000          0.000           12.2          0.141           41.3            0.1           23.3            0.0           18.0          0.200
     04/11/1990            2.1            1.5            0.0          0.041          0.041           rice              4             21           15.8          0.015          0.436          0.448          0.760          3.039          2.279          0.058          7.434        500.000         15.900          1.000          0.950          1.000          0.255          1.589          1.000          alive          0.084          1.000          0.000           12.1          0.142           46.8            0.1           26.3            0.0           20.5          0.210
     05/11/1990            2.3            1.7            0.0          0.046          0.046           rice              4             22           17.0          0.017          0.454          0.427          0.807          3.229          2.422          0.056          7.737        500.000         18.900          1.000          0.942          1.000          0.209          1.560          1.000          alive          0.094          1.000          0.000           11.1          0.166           52.5            0.1           29.4            0.0           23.1          0.220
     06/11/1990            2.6            1.8            0.0          0.051          0.051           rice              4             23           19.1          0.016          0.470          0.435          0.782          3.128          2.346          0.056          8.834        500.000         17.800          1.000          0.952          1.000          0.263          1.546          1.000          alive          0.105          1.000          0.000           10.9          0.181           59.2            0.1           33.0            0.0           26.1          0.230
     07/11/1990            2.8            2.0            0.0          0.057          0.057           rice              4             24           20.9          0.017          0.487          0.428          0.791          3.163          2.372          0.055          9.583        500.000         18.800          1.000          0.861          1.000          0.254          1.521          1.000          alive          0.117          1.000          0.000           10.7          0.204           66.3            0.1           36.8            0.0           29.4          0.240
     08/11/1990            3.1            2.2            0.0          0.063          0.063           rice              4             25           23.2          0.017          0.505          0.428          0.791          3.165          2.374          0.054         10.607        500.000         18.900          1.000          0.795          1.000          0.280          1.500          1.000          alive          0.129          1.000          0.000           10.6          0.227           74.0            0.1           40.9            0.0           33.0          0.250
     09/11/1990            3.4            2.4            0.0          0.068          0.068           rice              4             26           26.7          0.017          0.522          0.421          0.872          3.486          2.615          0.054         12.211        500.000         18.740          1.000          0.735          1.000          0.327          1.484          1.000          alive          0.142          1.000          0.000           10.5          0.276           82.9            0.2           45.7            0.0           37.1          0.260
     10/11/1990            3.7            2.7            0.0          0.074          0.074           rice              4             27           29.0          0.017          0.539          0.418          0.880          3.521          2.641          0.053         13.158        500.000         18.937          1.000          0.682          1.000          0.321          1.459          1.000          alive          0.155          1.000          0.000           10.4          0.306           92.4            0.2           50.7            0.0           41.5          0.270
     11/11/1990            4.1            2.9            0.0          0.083          0.083           rice              4             28           29.8          0.017          0.557          0.426          0.776          3.106          2.329          0.052         13.591        500.000         18.588          1.000          0.969          1.000          0.382          1.444          1.000          alive          0.174          1.000          0.000           10.0          0.293          103.2            0.2           56.4            0.0           46.6          0.280
     12/11/1990            4.5            3.2            0.0          0.092          0.092           rice              4             29           33.1          0.017          0.574          0.421          0.787          3.150          2.362          0.051         14.989        500.000         18.696          1.000          0.842          1.000          0.384          1.421          1.000          alive          0.193          1.000          0.000            9.8          0.334          114.8            0.3           62.5            0.0           52.1          0.290
     13/11/1990            4.9            3.5            0.0          0.101          0.101           rice              4             30           37.1          0.018          0.591          0.417          0.825          3.302          2.476          0.050         16.729        500.000         19.092          1.000          0.789          1.000          0.424          1.400          1.000          alive          0.214          1.000          0.000            9.7          0.388          127.8            0.3           69.1            0.0           58.4          0.300
     14/11/1990            5.5            3.9            0.0          0.110          0.110           rice              4             31           46.9          0.017          0.608          0.414          1.077          4.308          3.231          0.050         21.552        500.000         18.333          1.000          0.720          1.000          0.603          1.395          1.000          alive          0.233          1.000          0.000           19.3          0.557          144.3            0.3           77.3            0.0           66.7          0.310
     15/11/1990            6.1            4.3            0.0          0.118          0.118           rice              4             32           51.8          0.016          0.624          0.423          1.044          4.175          3.131          0.049         24.260        500.000         17.089          1.000          0.675          1.000          0.601          1.376          1.000          alive          0.252          1.000          0.000           19.0          0.588          162.9            0.4           86.3            0.0           76.2          0.320
     16/11/1990            6.8            4.7            0.0          0.127          0.127           rice              4             33           58.6          0.015          0.639          0.429          1.280          5.122          3.841          0.049         27.636        500.000         16.840          1.000          0.656          1.000          0.687          1.360          1.000          alive          0.272          1.000          0.000           18.7          0.778          184.1            0.5           96.4            0.0           87.3          0.330
     17/11/1990            7.5            5.1            0.0          0.136          0.136           rice              4             34           62.3          0.015          0.655          0.432          1.240          4.962          3.721          0.048         29.374        500.000         16.750          1.000          0.644          1.000          0.673          1.354          1.000          alive          0.292          1.000          0.000           18.4          0.810          206.8            0.5          106.9            0.0           99.4          0.340
     18/11/1990            8.2            5.5            0.0          0.145          0.145           rice              4             35           66.4          0.017          0.671          0.432          1.213          4.853          3.640          0.047         31.170        500.000         16.750          1.000          0.632          1.000          0.690          1.391          1.000          alive          0.314          1.000          0.000           18.1          0.849          231.1            0.6          117.8            0.0          112.7          0.350
     19/11/1990            9.0            6.0            0.0          0.155          0.155           rice              4             36           73.6          0.016          0.688          0.429          1.247          4.988          3.741          0.046         34.473        500.000         16.648          1.000          0.622          1.000          0.781          1.433          1.000          alive          0.337          1.000          0.000           17.8          0.935          258.3            0.7          129.8            0.0          127.8          0.360
     20/11/1990            9.8            6.5            0.0          0.165          0.165           rice              4             37           80.7          0.016          0.704          0.427          1.250          5.002          3.751          0.045         37.744        500.000         16.517          1.000          0.612          1.000          0.834          1.474          1.000          alive          0.360          1.000          0.000           17.3          1.002          288.2            0.8          142.6            0.0          144.9          0.370
     21/11/1990           10.7            7.0            0.0          0.175          0.175           rice              4             38           88.3          0.016          0.720          0.426          1.252          5.009          3.757          0.045         41.238        500.000         16.287          1.000          0.604          1.000          0.896          1.514          1.000          alive          0.385          1.000          0.000           16.9          1.071          321.3            0.9          156.3            0.0          164.1          0.380
     22/11/1990           11.6            7.5            0.0          0.186          0.186           rice              4             39           93.8          0.017          0.737          0.424          1.181          4.724          3.543          0.044         43.428        500.000         16.733          1.000          0.596          1.000          0.884          1.551          1.000          alive          0.412          1.000          0.000           16.4          1.076          356.5            1.1          170.5            0.0          184.9          0.390
     23/11/1990           12.6            8.0            0.0          0.198          0.198           rice              4             40          102.7          0.017          0.754          0.423          1.215          4.861          3.646          0.043         47.326        500.000         17.035          1.000          0.589          1.000          0.964          1.593          1.000          alive          0.441          1.000          0.000           15.9          1.180          395.2            1.2          185.7            0.0          208.3          0.400
     24/11/1990           13.6            8.5            0.0          0.210          0.210           rice              4             41          114.5          0.017          0.771          0.427          1.243          4.970          3.728          0.042         53.048        500.000         17.512          1.000          0.581          1.000          1.035          1.639          1.000          alive          0.473          1.000          0.000           15.3          1.286          439.1            1.4          202.4            0.0          235.4          0.400
     25/11/1990           14.7            9.1            0.0          0.223          0.223           rice              4             42          123.5          0.017          0.788          0.431          1.176          4.705          3.529          0.041         57.536        500.000         16.852          1.000          0.571          1.000          1.065          1.680          1.000          alive          0.504          1.000          0.000           14.6          1.298          487.2            1.5          220.0            0.0          265.7          0.400
     26/11/1990           15.8            9.6            0.0          0.235          0.235           rice              4             43          133.0          0.016          0.803          0.436          1.108          4.432          3.324          0.040         62.399        500.000         15.850          1.000          0.560          0.996          1.142          1.665          1.000          alive          0.536          1.000          0.000           14.0          1.300          540.0            1.8          238.7            0.0          299.5          0.400
     27/11/1990           17.0           10.2            0.0          0.246          0.246           rice              4             44          142.5          0.014          0.817          0.441          1.105          4.419          3.314          0.040         67.425        500.000         14.250          1.000          0.549          0.980          1.218          1.642          1.000          alive          0.565          1.000          0.000           13.2          1.371          597.5            2.0          258.4            0.5          336.6          0.400
     28/11/1990           18.2           10.8            0.1          0.257          0.257           rice              4             45          152.6          0.013          0.831          0.446          1.116          4.465          3.349          0.039         72.083        500.000         13.600          1.000          0.539          0.965          1.222          1.618          1.000          alive          0.594          1.000          0.000           12.3          1.455          659.6            2.2          278.6            3.5          375.3          0.400
     29/11/1990           19.3           11.3            0.2          0.268          0.268           rice              4             46          156.7          0.014          0.845          0.443          1.097          4.386          3.290          0.038         73.019        500.000         14.100          1.000          0.527          0.949          1.099          1.588          1.000          alive          0.625          1.000          0.000           11.4          1.497          722.9            2.5          298.0            8.8          413.6          0.400
     30/11/1990           20.4           11.7            0.3          0.280          0.280           rice              4             47          162.5          0.014          0.858          0.445          1.064          4.255          3.192          0.037         75.283        500.000         13.750          1.000          0.516          0.933          1.114          1.562          1.000          alive          0.656          1.000          0.000           10.6          1.521          788.9            2.8          317.1           16.9          452.0          0.400
     01/12/1990           21.5           12.1            0.5          0.291          0.291           rice              4             48          167.3          0.014          0.872          0.442          1.024          4.096          3.072          0.036         76.503        500.000         14.250          1.000          0.505          0.917          1.049          1.535          1.000          alive          0.689          1.000          0.000            9.9          1.531          856.5            3.1          335.6           27.8          490.1          0.400
     02/12/1990           22.4           12.4            0.7          0.304          0.304           rice              4             49          172.4          0.015          0.888          0.439          1.006          4.025          3.019          0.035         77.131        500.000         15.650          1.000          0.494          0.902          0.943          1.507          1.000          alive          0.726          1.000          0.000            9.1          1.573          925.4            3.7          352.8           41.5          527.3          0.400
     03/12/1990           23.4           12.6            1.0          0.317          0.317           rice              4             50          180.7          0.015          0.903          0.440          1.052          4.208          3.156          0.034         80.821        500.000         15.050          1.000          0.482          0.887          1.002          1.482          1.000          alive          0.763          1.000          0.000            8.5          1.725          998.4            4.7          369.4           59.1          565.2          0.400
     04/12/1990           24.5           12.9            1.4          0.329          0.329           rice              4             51          188.4          0.014          0.917          0.443          1.042          4.167          3.125          0.033         84.380        500.000         14.250          1.000          0.470          0.872          1.026          1.458          1.000          alive          0.799          1.000          0.000            7.8          1.786         1075.4            6.1          385.1           80.9          603.4          0.400
     05/12/1990           25.5           13.0            1.9          0.341          0.341           rice              4             52          195.1          0.014          0.931          0.444          1.043          4.173          3.130          0.033         86.942        500.000         14.050          1.000          0.457          0.856          1.008          1.435          1.000          alive          0.835          1.000          0.000            7.0          1.864         1155.7            7.9          399.7          106.7          641.5          0.400
     06/12/1990           26.4           13.1            2.4          0.354          0.354           rice              4             53          198.3          0.014          0.945          0.443          0.952          3.808          2.856          0.032         87.239        500.000         14.500          1.000          0.444          0.840          0.916          1.410          1.000          alive          0.872          1.000          0.000            6.3          1.769         1237.2           10.1          412.6          136.0          678.5          0.400
     07/12/1990           27.4           13.1            3.0          0.366          0.366           rice              4             54          207.8          0.014          0.959          0.440          1.076          4.303          3.227          0.031         91.098        500.000         14.500          1.000          0.432          0.825          0.890          1.387          1.000          alive          0.911          1.000          0.000            5.7          2.080         1323.4           12.8          424.5          170.4          715.8          0.400
     08/12/1990           28.4           13.1            3.7          0.377          0.377           rice              4             55          214.8          0.014          0.973          0.445          1.058          4.232          3.174          0.030         94.318        500.000         13.750          1.000          0.418          0.809          0.907          1.365          1.000          alive          0.947          1.000          0.000            5.1          2.125         1413.8           15.9          435.0          210.0          752.9          0.400
     09/12/1990           29.4           13.1            4.4          0.388          0.388           rice              4             56          217.8          0.013          0.986          0.446          1.020          4.080          3.060          0.030         95.250        500.000         13.400          1.000          0.403          0.788          0.926          1.349          1.000          alive          0.983          1.000          0.000            4.4          2.121         1506.3           19.5          443.8          254.0          789.0          0.400
     10/12/1990           30.5           13.1            5.3          0.399          0.399           rice              4             57          222.2          0.013          0.999          0.446          1.031          4.124          3.093          0.029         96.652        500.000         13.350          1.000          0.390          0.758          0.967          1.286          1.000          alive          1.019          1.000          0.000            3.8          2.215         1601.4           23.5          450.9          302.7          824.3          0.400
     11/12/1990           31.8           13.1            6.2          0.413          0.413           rice              4             58          222.4          0.013          1.013          0.445          1.032          4.128          3.096          0.029         95.862        500.000         13.500          1.000          0.378          0.728          1.204          1.228          1.000          alive          1.066          1.000          0.000            3.0          2.288         1697.2           28.0          456.1          355.2          857.9          0.400
     12/12/1990           33.1           13.1            7.3          0.422          0.422           rice              4             59          224.9          0.029          1.041          0.449          1.031          4.126          3.094          0.028        107.459        500.000         13.050          1.000          0.365          0.698          1.203          1.193          1.000          alive          1.096          1.000          0.000            2.1          2.378         1790.2           32.8          461.7          415.1          880.6          0.400
     13/12/1990           34.4           13.1            8.3          0.427          0.427           rice              4             60          222.3          0.028          1.069          0.450          1.009          4.036          3.027          0.028        105.382        500.000         12.800          1.000          0.352          0.669          1.093          1.175          1.000          alive          1.113          1.000          0.000            1.1          2.383         1880.2           37.9          466.0          475.6          900.7          0.400
     14/12/1990           34.7           12.7            9.4          0.430          0.430           rice              4             61          219.7          0.028          1.097          0.450          0.989          3.956          2.967          0.027        103.287        500.000         12.650          1.000          0.339          0.640          0.227          1.131          1.000          alive          1.123          0.880          0.000            0.2          2.367         1967.2           43.6          468.9          536.3          918.5          0.400
     15/12/1990           35.1           12.3           10.4          0.431          0.431           rice              4             62          212.7          0.028          1.124          0.453          0.850          3.399          2.549          0.026         99.045        500.000         12.600          1.000          0.326          0.612          0.214          1.092          1.000          alive          1.129          0.613          0.000            0.2          2.050         2049.2           49.6          470.4          595.8          933.4          0.400
     16/12/1990           35.4           11.9           11.4          0.432          0.432           rice              4             63          207.2          0.029          1.153          0.450          0.853          3.413          2.560          0.025         95.048        500.000         13.150          1.000          0.315          0.589          0.203          1.057          1.000          alive          1.130          0.375          0.000            0.2          2.067         2126.4           56.1          470.5          654.0          945.8          0.400
     17/12/1990           35.7           11.6           12.5          0.431          0.432           rice              4             64          204.3          0.029          1.182          0.460          0.841          3.362          2.522          0.025         93.036        500.000         13.050          1.000          0.305          0.566          0.189          1.026          1.000          alive          1.127          0.152          0.000            0.2          2.038         2200.7           62.9          469.5          712.0          956.2          0.400
     18/12/1990           36.0           11.2           13.4          0.429          0.432           rice              4             65          192.5          0.023          1.205          0.479          0.791          3.165          2.374          0.024         88.870        500.000         10.500          1.000          0.294          0.544          0.168          0.997          1.000          alive          1.122          0.000          0.000            0.2          1.915         2270.1           70.2          467.3          768.2          964.5          0.400
     19/12/1990           36.4           10.7           14.7          0.428          0.432           rice              4             66          231.7          0.028          1.232          0.456          1.019          4.077          3.058          0.023        105.162        500.000         12.600          1.000          0.524          0.902          0.249          0.959          1.000          alive          1.118          0.000          0.000            0.2          2.456         2358.7           77.7          465.5          839.6          975.9          0.400
     20/12/1990           36.8           10.3           15.9          0.426          0.432           rice              4             67          223.8          0.028          1.260          0.451          1.005          4.020          3.015          0.022        100.630        500.000         12.750          1.000          0.495          0.899          0.249          0.926          1.000          alive          1.110          0.000          0.000            0.2          2.414         2442.2           85.6          462.5          909.1          985.0          0.400
     21/12/1990           37.2            9.8           17.1          0.423          0.432           rice              4             68          219.6          0.024          1.284          0.461          0.955          3.821          2.866          0.021         99.537        500.000         11.100          1.000          0.468          0.893          0.243          0.893          1.000          alive          1.100          0.000          0.000            0.2          2.282         2523.7           94.0          458.4          979.0          992.3          0.400
     22/12/1990           37.6            9.4           18.3          0.419          0.432           rice              4             69          214.0          0.025          1.309          0.458          0.975          3.902          2.926          0.021         96.026        500.000         11.550          1.000          0.446          0.886          0.245          0.863          1.000          alive          1.088          0.000          0.000            0.2          2.311         2601.2          102.8          453.3         1047.1          998.0          0.400
     23/12/1990           38.1            9.0           19.5          0.415          0.432           rice              4             70          207.3          0.025          1.334          0.456          0.956          3.823          2.868          0.020         92.445        500.000         11.500          1.000          0.419          0.877          0.261          0.835          1.000          alive          1.073          0.000          0.000            0.3          2.243         2674.5          111.9          447.2         1113.3         1002.1          0.400
